id,name,shortName,abbreviation,teamType,location,website,parentLeague,establishedDate,disbandedDate,genus,domain
"12696","Shoreline Roller Derby","Shoreline","SLRD","Travel Team","Groton, CT","http://www.shorelinerollerderby.com/drupal/","","","2015-11-11","Womens","USA"
"22623","Shotgun Betties","","","Home Team","","","3431","","","Womens","USA"
"32643","Shotgun Sheilas","","","Home Team","","","32634","","","Womens","USA"
"20809","Shotgun Shirleys","","","Home Team","","","9723","","2015-03-01","Womens","USA"
"55550","Shrieking Eels","","","Home Team","","","36276","","","Womens","Australia"
"7848","Sick Town Derby Dames","Sick Town","STDD","Travel Team","Corvallis, OR","http://sicktownderbydames.com/","","","","Womens","USA"
"56131","Sicodelicas Roller Derby","Sicodelicas","SRD","Travel Team","Manizales, Caldas, Colombia","https://www.facebook.com/pages/Sicod%C3%A9licas-Roller-DERBY-Manizales/493659590709467?sk=info","","2013-08-09","","Womens",""
"40352","Sierra Regional Roller Derby","Sierra","SRRD","Travel Team","Truckee, CA","http://www.sierraregionalrollerderby.com/","","2013-04-25","","Womens","USA"
"26073","Sigonella Roller Derby","Sigonella","SRD","Travel Team","Catania, Italy","http://www.facebook.com/sigonella.rollerderby","","","","Womens","Europe"
"39987","Silicon Valley Roller Girls (Jr.'s)","Silicon Valley Jr.","SVRGJr","Travel Team","","","","","","Junior","USA"
"3633","Silicon Valley Rollergirls","Silicon Valley","SVRG","Travel Team","San Jose, CA","http://www.svrollergirls.com/","","","","Womens","USA"
"85006","Silver Bridge Bruisers","Silver Bridge","SBB","Travel Team","Gallipolis, OH","","","","","Womens","USA"
"11380","Silver City Roller Derby","Silver City","SCRD","Travel Team","Silver City, NM","http://www.facebook.com/pages/Skate-the-Wilderness/128254153898976","","2010-11-09","2013-01-01","Womens","USA"
"24928","Silver Street Elite","","","Home Team","","","13618","","2012-01-01","Womens","USA"
"38150","Silvery Bites","","","Exhibition Team","","","","","","Coed","Europe"
"24621","Sin Cal Derby Vixens","Sin Cal","SCDV","Travel Team","Linsay, CA","https://www.facebook.com/pages/Sin-Cal-Derby-Vixens/179620001072?sk=info","","2009-10-24","2012-01-01","Womens","USA"
"49503","Sin City Junior Roller Girls B Team","","","B Team","","","46648","","2014-08-24","Junior","USA"
"46648","Sin City Junior Rollers","Sin City Jr.","SCJR","Travel Team","Las Vegas, NV","http://sincityrollergirls.com/teams/sin-city-junior-rollers/","","2011-10-28","","Junior","USA"
"85573","Sin City Rollers","Sin City Rollers","SCR","Travel Team","Geraldton, Western Australia","https://www.facebook.com/SinCityRollersGerladtonRollerDerby/","","","","Womens","Australia"
"74978","Sinators","","","Home Team","","","3462","2016-01-01","","Womens","USA"
"9872","Sinderollas","","","Home Team","","","9816","","2011-11-15","Womens","Canada"
"25052","Sinderollers","","","Home Team","","","25051","","2012-01-01","Womens","Australia"
"11433","Singlehanded Roller Derby","Singlehanded","SHRD","Travel Team","Phoenix, AZ","http://singlehandedrollerderby.homestead.com/","","","2013-01-01","Womens","USA"
"17850","Sinners","","","B Team","","","9093","","2011-01-01","Womens","USA"
"53540","Sinners","","","B Team","","","13732","","","Womens","USA"
"9093","Sintral Florida Derby Demons","Sintral","SFDD","Travel Team","Daytona, FL","http://welovesfdd.com/","","2008-01-01","","Womens","USA"
"16223","SINtral Valley B Team","","","B Team","","","13732","","2013-01-01","Womens","USA"
"13732","SINtral Valley Derby Girls","SINtral Valley","SINVDG","Travel Team","Modesto, CA","http://www.sinvdg.com/","","2008-01-01","","Womens","USA"
"49483","Sintral Valley Junior Roller Derby","Mo-Town","SVJR","Travel Team","","http://motownmisfits.com/","","2010-01-01","","Junior","USA"
"10404","Sioux City Kornstalkers","Kornstalkers","SCK","Travel Team","Sioux City, IA","http://www.kornstalkers.com/","","2010-11-01","","Mens","USA"
"8093","Sioux City Roller Dames","Sioux City","SCRD","Travel Team","Sioux City, IA","http://siouxcityrollerdames.com/","","","","Womens","USA"
"20981","Sioux City Roller Dames B Team","","","B Team","","","8093","2011-01-01","2015-07-01","Womens","USA"
"49583","Sioux Falls Baby Dollz","Baby Dollz","SFBD","Travel Team","Sioux Falls, SD","http://www.rollerdollz.com/wp/sioux-falls-baby-dollz/","","2012-01-01","2014-11-09","Junior","USA"
"3449","Sioux Falls Roller Dollz","Sioux Falls","SFRD","Travel Team","Sioux Falls, SD","http://www.rollerdollz.com/","","","","Womens","USA"
"24318","Sirens","","","Home Team","","","23498","","2014-11-15","Womens","USA"
"28536","Sirens","","","Home Team","","","8141","","2014-10-19","Womens","USA"
"32824","Sirens","","","B Team","","","8060","2013-01-01","","Womens","Canada"
"18774","Sirens of Smash Roller Derby","Sirens","SOS","Travel Team","Nelson, New Zealand","http://www.facebook.com/pages/Sirens-of-Smash-Roller-Derby/180976898605313","","","","Womens","New Zealand"
"22606","Sirens of Steel","","","Home Team","","","16733","","","Womens","USA"
"24922","Sis-Q Rollerz","Sis-Q","SISQ","Travel Team","Medford, OR","http://sisqrollerz.org/","","2010-01-01","","Womens","USA"
"47857","Sister City Roller Derby","Sister City","SSRD","Travel Team","Slidell, LA","https://www.facebook.com/sistercityrollerderby/info","","2014-02-01","2015-11-12","Womens","USA"
"23245","Sisters of Anarchy","","","Home Team","","","17793","","2016-05-08","Womens","Australia"
"23487","Sisters of No Mercy","","","Home Team","","","3442","","2011-01-01","Womens","USA"
"20270","Sisters of Slaughter","","","B Team","","","3451","2012-08-01","2014-05-25","Womens","USA"
"51565","Sitka Sound Slayers","Sitka","SSS","Travel Team","Sitka, AK","http://www.sitkasoundslayers.com/","","2012-10-01","","Womens","USA"
"79275","Sk8 City Raleigh Exhibition Team","","","Exhibition Team","","","","2016-05-01","","Junior","USA"
"43989","SK8 City Sirens","SK8 City","SK8C","Travel Team","Pooler, GA","http://www.sk8citysirens.com/","","2013-06-29","","Junior","USA"
"35603","Skagit Valley Roller Derby","Skagit Valley","SVRD","Travel Team","Burlington, WA","https://sites.google.com/site/skagitvalleyrollerderby/","","2012-08-22","","Womens","USA"
"69059","Skagit Valley Roller Derby Juniors","Skagit Valley Junior","SVRDJr","Travel Team","Burlington, WA","","","","","Junior","USA"
"22160","Skate Pauli Boys","","","Home Team","","","10399","","2012-01-01","Mens","USA"
"69434","Skate Riot Project","","","Home Team","","","3399","","","Womens","USA"
"49991","Skate Tartare","","","Exhibition Team","","","16740","2014-01-01","","Womens","New Zealand"
"7730","Skatefast Club","","","Home Team","","http://arrg.co.uk/teams/skatefast-club/","5912","","2015-05-06","Womens","Europe"
"28464","Skateful Dead (UK)","Skateful Dead (UK)","TSD","Travel Team","Halifax, UK","http://www.facebook.com/TheSkatefulDead","","","2014-11-30","Mens","Europe"
"9509","Skateomasochists","","","Home Team","","http://www.myspace.com/skateomasochists_aasrd","9248","","2008-12-31","Womens","USA"
"24123","Skates of Wrath","","","Home Team","","","3449","","2008-12-31","Womens","USA"
"45217","Skee Town Mini Skirtz","Mini Skirtz","STJR","Travel Team","Muskegon, MI","","","","2014-11-15","Junior","USA"
"24404","Skee Town Skirtz Roller Derby","Skee Town","STSRD","Travel Team","Muskegon, MI","http://www.skeetownskirtz.com/","","2009-01-01","2012-05-24","Womens","USA"
"36280","Skeleton Crew","","","B Team","","","24544","","2014-10-26","Womens","Australia"
"42755","Skool of Blokk","","","Home Team","","http://liladelaiderollers.wix.com/site#!skool-of-blokk/c64s","39989","","","Junior","Australia"
"24969","Skull Ravens","","","Home Team","","","24536","","2014-09-07","Womens","Australia"
"13402","Skyland Rollergirls","Skyland","SRG","Travel Team","Hackettstown, NJ","http://skylandrollergirls.com/","","2009-01-01","2013-01-01","Womens","USA"
"53584","Slam Bam Ma'ams","","","Home Team","","","53582","","2015-08-01","Womens","USA"
"8630","Slamazons","","","B Team","","","3401","","","Womens","USA"
"9907","Slamazons","","","Home Team","","","9842","","2011-01-01","Womens","Canada"
"74330","Slamurais","","","Home Team","","","23410","2015-02-08","","Womens","Australia"
"3451","Slaughter County Roller Vixens","Slaughter County","SCRV","Travel Team","Bremerton, WA","http://www.slaughtercountyrollervixens.com/","","2006-01-01","2014-12-31","Womens","USA"
"9897","Slaughter Daughters","","","Home Team","","","8060","","","Womens","Canada"
"23894","Slaughter Scouts","","","Home Team","","","3455","","2009-12-31","Womens","USA"
"15311","Slaughterers","","","Home Team","","","3400","","","Womens","USA"
"3469","Slaughterhouse Derby Girls","Slaughterhouse","SHDG","Travel Team","Greeley, CO","http://www.slaughterhousederbygirls.com/","","","","Womens","USA"
"46938","Slaughterhouse Junior Derby","Butcher Babes","SDGJ","Travel Team","Greeley, CO","http://www.slaughterhousederbygirls.com/teams#!__teams/butcher-babes","","","","Junior","USA"
"58390","Slaughters of the Revolution","","","B Team","","","11335","","","Womens","USA"
"7764","Slay Belles","","","B Team","","http://centralcityrollergirls.co.uk/","7763","","","Womens","Europe"
"13793","Slay Belles","","","Exhibition Team","","","","","2008-12-14","Womens","USA"
"24457","Slayer Sisters","","","Home Team","","http://theroyalsrd.se/slayer-sisters/","18106","","2015-05-14","Womens","Europe"
"9866","Slice Girls","","","Home Team","","","9304","","","Womens","Canada"
"19162","Slick City Rollerz","Slick City","SCR","Travel Team","Bakersfield, CA","http://slickcityrollerz.com/","","2010-01-01","2015-04-01","Mens","USA"
"24166","Slumber Party Slashers","","","Home Team","","","3417","","2008-12-31","Womens","USA"
"24759","Smackdown Sallies","","","B Team","","","7583","","2010-12-30","Womens","Australia"
"25490","Small Town Outlaws","Small Town","STO","Travel Team","Kalkaska, MI","http://www.thesmalltownoutlaws.com/","","2012-02-05","","Womens","USA"
"21819","Smash Malice","","","Home Team","","","16740","","2014-06-15","Womens","New Zealand"
"8688","Smash Squad","","","Home Team","","http://arizonaderbygirls.com/photos/teams/66.html","3399","","2012-01-01","Womens","USA"
"17818","Smash Vandals","","","Home Team","","https://www.facebook.com/pages/Smash-Vandals/206229536065090","7739","","2015-01-25","Womens","Europe"
"9881","Smelter Skelter","","","Home Team","","","9825","","2014-11-15","Womens","Canada"
"25465","Smitten Kittens","","","B Team","","","25344","","","Womens","USA"
"9918","Smoke City Betties","","","Home Team","","http://www.smokecitybetties.com/","4739","","","Womens","Canada"
"9205","Smokin' Guns","","","Home Team","","","3411","","2009-01-01","Womens","USA"
"73107","Smokin' Laces","","","B Team","","","9875","","","Womens","Canada"
"34291","Smoky Mountain Roller Girls","Smoky Mountain","SMRG","Travel Team","Bryson City, NC","http://smokymountainrollergirls.com/","","2011-03-01","","Womens","USA"
"18705","Snake Pit Derby Dames","Snake Pit","SPRD","Travel Team","Couer d'Alene, ID","http://www.snakepitrollerderby.com/","","2010-06-01","","Womens","USA"
"55783","Snake Pit Derby Dames","","","B Team","","","18705","2014-07-01","","Womens","USA"
"25524","Snipers","","","B Team","","","7583","","","Womens","Australia"
"8091","SO Derby","Southern Oregon","SOD","Travel Team","Medford, OR","www.soderby.org","","","","Womens","USA"
"8131","SoCal Derby","SoCal","SoCal","Travel Team","San Diego, CA","http://socalderby.com/","","2011-06-04","","Womens","USA"
"24803","Social Rejects","","","Home Team","","","24802","","2012-01-01","Womens","USA"
"17048","Sockeye Sallys","","","Home Team","","","4291","","2013-12-31","Womens","USA"
"4657","Sockit Wenches","","","Home Team","","http://ratcityrollergirls.com/teams/sockit-wenches/","3403","","","Womens","USA"
"22154","Sonic Doom","","","Home Team","","","16745","","","Womens","Australia"
"3648","Sonoma County Roller Derby","Sonoma","SCRD","Travel Team","Sonoma County, CA","http://sonomacountyrollerderby.org","","","","Womens","USA"
"75379","Sons of Icarus","Icarus","SoI","Travel Team","North Wales, UK","https://www.facebook.com/SOIMerby/info/?tab=page_info","","2014-05-18","","Mens","Europe"
"67759","Sophomores","","","B Team","","","23428","","2015-11-12","Womens","Australia"
"8102","Soul City Sirens","Soul City","SCS","Travel Team","Augusta, GA","http://soulcitysirens.com/","","2009-01-01","","Womens","USA"
"55809","Soulless Witches Roller Derby","Soulless Witches","SWRD","Travel Team","Curitiba, Paraná, Brazil","http://swrollerderby.blogspot.com/","","2013-11-30","","Womens",""
"40034","Sour Punch Wheelers","","","B Team","","","39024","","2014-01-09","Junior","USA"
"22582","South Bay Bombers","","","Home Team","","","14800","","2013-01-01","Womens","USA"
"16257","South Bay Derby Mizfitz","South Bay Mizfitz","SBDM","Travel Team","Morgan Hill, CA","http://www.sbderbymizfitz.com/","","","2013-01-01","Womens","USA"
"8101","South Bend Roller Girls","South Bend","SBRG","Travel Team","South Bend, IN","http://www.southbendrollergirls.com/","","","","Womens","USA"
"19104","South Central Roller Girls","South Central","SCRG","Travel Team","Ada, OK","http://www.southcentralrollergirls.com/","","2010-05-01","","Womens","USA"
"11367","South Coast Roller Derby","South Coast","SCRD","Travel Team","South Orange County, CA","http://www.southcoastrollerderby.org/","","","2014-09-26","Womens","USA"
"62791","South Coast Roller Derby","South Coast","SCRD","Travel Team","San Clemente, CA","","","","","Womens","USA"
"43639","South Coast Roller Girls","South Coast","SoCo","Travel Team","Brunswick, GA","http://www.southcoastrollergirls.com/","","2012-08-06","","Womens","USA"
"25217","South County Derby Girls","South County","SCDG","Travel Team","Gilroy, CA","http://www.southcountyderbygirls.org/","","2010-07-01","2013-01-01","Womens","USA"
"9844","South East Sask Roller Derby Association","Hillbilly Hurt","SESRD","Travel Team","Estevan, SK, Canada","http://www.facebook.com/groups/313719595374/","","","2015-11-11","Womens","Canada"
"66895","South East Sask Roller Derby Association Jr.","Southeast Sask Jr.","SESRDAJr","Travel Team","Estevan, SK, Canada","","","","","Junior","Canada"
"19347","South Florida Men's Derby","South Florida","SOFLO","Travel Team","Miami, FL","https://www.facebook.com/southflorida.mensderby","","","2014-03-10","Mens","USA"
"9094","South Florida Roller Girls","South Florida","SFRD","Travel Team","Fort Pierce, FL","http://southfloridarollergirls.org/","","2007-01-01","","Womens","USA"
"32561","South German Men's Roller Derby","South German","SGMRD","Travel Team","Stuttgart, Germany","https://www.facebook.com/SGMRD","","","","Mens","Europe"
"11184","South Grand Slammers","","","Home Team","","","10395","","2013-01-01","Mens","USA"
"15327","South Island Sirens Roller Derby League","South Island Sirens","SIS","Travel Team","Hobart, TAS, Australia","http://www.southislandsirens.com/","","2011-01-01","","Womens","Australia"
"24158","South Jersey Derby Girls","South Jersey","SJDG","Travel Team","Deptford, NJ","http://www.sjderbygirls.com/","","2006-01-01","2012-01-01","Womens","USA"
"24160","South Jersey Derby Girls B Team","","","B Team","","","24158","","","Womens","USA"
"12458","South Okanagan Roller Derby","Pistoleras","SORDA","Travel Team","Penticton, BC, Canada","http://sorda.ca/","","2011-10-01","","Womens","Canada"
"24097","South Sea Roller Derby","South Sea","SSRD","Travel Team","Melbourne, VIC, Australia","http://www.southsearollerderby.com/","","2009-01-01","","Womens","Australia"
"31990","South Shore Roller Girls","South Shore","SSRG","Travel Team","Hammond, IN","http://southshorerollergirls.com/","","2013-07-01","","Womens","USA"
"22519","South Shore Sirens","","","Home Team","","","3468","","2015-03-01","Womens","USA"
"25395","South Side Derby Dames","South Side (CO)","SSDD","Travel Team","Lakewood, CO","http://www.southsidederbydames.com/","","2011-10-01","","Womens","USA"
"49478","South Side Derby Delinquents","South Side Jr.","SSDD","Travel Team","Lakewood, CO","http://www.southsidederbydames.com/juniors.html","","2012-01-01","2014-10-19","Junior","USA"
"24502","South Side Derby Dolls","South Side (NSW)","S2D2","Travel Team","South Sydney, NSW, Australia","http://southsidederby.com/","","2012-01-01","","Womens","Australia"
"25056","South Side Roller Derby (Men's)","South Side (TX-Men's)","SSRD(M)","Travel Team","Houston, TX","","","","2012-01-01","Mens","USA"
"24363","South Side Roller Derby (Women's)","South Side (TX-Women's)","SSRD(W)","Travel Team","Pearland, TX","http://www.southsiderollerderby.com/","","2006-01-01","2015-09-01","Womens","USA"
"9845","South Simcoe Rebel Rollers","South Simcoe","SSRR","Travel Team","Barrie, ON, Canada","http://rebelrollers.weebly.com","","2010-05-01","","Womens","Canada"
"24945","South Texas Rolleristas","South Texas","ST*R","Travel Team","McAllen, TX","https://www.facebook.com/strolleristas","","","","Womens","USA"
"18092","South Wales Silures","Silures","SWS","Travel Team","Cardiff, UK","http://www.facebook.com/pages/South-Wales-Mens-Roller-Derby/136414339794495","","","","Mens","Europe"
"8979","South West Angels of Terror","Angels of Terror","SWAT","Travel Team","Taunton and Exeter, UK","http://www.southwestangelsofterror.com/","","","","Womens","Europe"
"9846","South West Sask Roller Derby Association","Redneck Betties","SWSRD","Travel Team","Swift Current, SK, Canada","http://www.facebook.com/pages/Redneck-Betties-Roller-Derby-Team/183193125055332?sk=info","","2011-01-01","","Womens","Canada"
"25051","South West Sydney Rollers","Southwest Sydney","SWSR","Travel Team","Minto, NSW, Australia","http://www.swsrollers.com/","","2010-04-01","2015-01-01","Womens","Australia"
"36750","Southampton City Rollers","Southampton","SCR","Travel Team","Southampton, UK","http://southamptoncityrollers.com/","","2013-03-01","","Womens","Europe"
"49689","Southeast Sirens","","","Exhibition Team","","","","","","Womens","USA"
"58567","Southern Alberta Junior Roller Derby","S. Alberta Jr.","SAJRD","Travel Team","Calgary, Alberta, Canada","http://www.sajrd.ca/","","2013-11-01","","Junior","Canada"
"24402","Southern Belles Roller Derby","Southern Belles","SBRD","Travel Team","Taylor, MI","","","2012-05-26","","Womens","USA"
"77570","Southern CoEd Roller Derby (Men's)","Weald Warriors","SCRD(M)","Travel Team","Rochester, UK","http://www.southerncoedrollerderby.com/","","2013-05-01","","Mens","Europe"
"77569","Southern CoEd Roller Derby (Women's)","Apex Predators","SCRD(W)","Travel Team","Rochester, UK","http://www.southerncoedrollerderby.com/","","2013-05-01","","Womens","Europe"
"39041","Southern Colorado Junior Roller Derby","SoCo Junior","SOCO","Travel Team","Colorado Springs, CO","http://www.socojrd.com/","","2011-01-01","2015-05-14","Junior","USA"
"21403","Southern Delaware Rollergirls","Southern Delaware","SDRG","Travel Team","Sussex County, DE","http://www.sodelrollergirls.com/#!home/mainPage","","2011-04-01","","Womens","USA"
"17616","Southern Discomfort Roller Derby","Southern Discomfort","SDRD","Travel Team","London, UK","http://www.southerndiscomfort.co.uk","","2010-11-14","","Mens","Europe"
"83532","Southern Harm Derby Dames","Southern Harm","SHDD","Travel Team","Fayetteville, GA","http://www.southernharmderbydames.com/home.html","","2014-10-01","","Womens","USA"
"7248","Southern Illinois Roller Girls","So Ill","SIRG","Travel Team","Marion, IL","http://www.soillrollergirls.com/","","","","Womens","USA"
"51856","Southern Maryland Roller Derby","Southern Maryland","SMRD","Travel Team","Waldorf, MD","http://www.somdrollerderby.org/","","2011-06-22","","Womens","USA"
"38905","Southern Sailors Roller Derby Kristiansand","Kristiansand","SSRDK","Travel Team","Kristiansand, Norway","https://www.facebook.com/pages/Southern-Sailors-Roller-Derby-Kristiansand/163001883766627","","","","Womens","Europe"
"39042","Southland Slashers (Junior)","Southland Slashers Junior","SSJR","Travel Team","Godley, IL","","","","2015-07-01","Junior","USA"
"25390","Southland Slashers Roller Derby","Southland Slashers","SSRD","Travel Team","Godley, IL","http://www.southlandslashers.com/","","2011-01-01","2015-11-11","Womens","USA"
"59973","Southshire Roller Derby","Southshire","SSRD","Travel Team","Bennington, VT","http://southshirerollerderby.com/","","2014-02-01","","Womens","USA"
"64029","Southside Revolution","Southside Revolution","SSRV","Travel Team","Seattle, WA","https://www.facebook.com/SouthsideRevolution/","","","","Junior","USA"
"25951","SouthTexas SteelJaw Quadsters","SteelJaw","STSJ","Travel Team","Brownsville, TX","https://www.facebook.com/SteelJawQuadsters/info","","","2014-04-13","Womens","USA"
"8611","Southwest Missouri Rollergirls","SW Missouri","SWMRG","Travel Team","Joplin, MO","http://www.myspace.com/swmrollergirls","","2007-01-01","2008-12-31","Womens","USA"
"24785","Soy City Rollers","Soy City","SCR","Travel Team","Decatur, IL","https://www.facebook.com/SoyCityRollers/info","","","2013-01-01","Womens","USA"
"8948","Spa Town Roller Girls","Spa Town","STRG","Travel Team","Harrogate, UK","http://www.facebook.com/SpaTownRollerGirls","","","","Womens","Europe"
"47731","Space Coast Rocket Jockeys","Space Coast Jockeys","SCRJ","Travel Team","Melbourne, FL","http://web.archive.org/web/20140109214826/http://spacecoastrocketjockeys.com/","","2011-09-15","2014-01-01","Womens","USA"
"81674","Spanish Town Flamingos","","","Home Team","","","6740","2015-01-01","","Womens","USA"
"55926","Sparks","","","B Team","","http://sd.derbydolls.com/teams/sparks","15227","","","Womens","USA"
"17606","Spartanburg Deadly Dolls","Deadly Dolls","SDD","Travel Team","Spartanburg, SC","http://www.spartanburgdeadlydolls.com/","","","","Womens","USA"
"21981","Spawn of Skatin","","","Home Team","","","7696","","2015-07-01","Womens","USA"
"9613","Special Vixens Unit","","","B Team","","","3639","","2014-01-01","Womens","USA"
"9216","Speed Regime","","","Home Team","","http://www.charmcityrollergirls.com/index.cfm?page=teams&teamid=4","3395","","","Womens","USA"
"13207","Spell Razors","","","Home Team","","http://www.brandywinerollergirls.com/teams/spell-razors/","11127","2011-05-01","2015-10-19","Womens","USA"
"72219","Spice Girls","","","Exhibition Team","","","","","","Womens","Europe"
"3649","Spindletop Rollergirls","Spindletop","SRG","Travel Team","Beaumont, TX","http://www.spindletoprollergirls.com","","","","Womens","USA"
"71867","Spit Fires","","","B Team","","","3470","2015-11-11","","Womens","USA"
"68204","Spitfire Sallies","","","Home Team","","http://www.crossroadscityderbydolls.com/our-teams.html","20989","2015-01-01","","Womens","USA"
"82974","Spitfires","","","B Team","","","9801","","","Womens","Canada"
"11470","Spokannibals","Spokannibals","SFTRD","Travel Team","Spokane, WA","http://www.spokannibals.com/","","","","Womens","USA"
"71522","Spring Blocks","","","B Team","","","26180","","","Womens","Europe"
"4738","Springfield Rollergirls","Springfield","SRG","Travel Team","Springfield, MO","http://springfieldrollergirls.com/","","","","Womens","USA"
"18699","Springfield's Queen City Roller Derby","Queen City RD","SQCRD","Travel Team","Springfield, MO","https://www.facebook.com/pages/Springfields-Queen-City-Roller-Derby/153471188047199?sk=info","","2011-01-01","","Womens","USA"
"9528","Sprockettes","","","Home Team","","","3393","","2009-01-01","Womens","USA"
"51765","Spruce City Roller Brats","Spruce City Jr.","SCJR","Travel Team","Prince George, BC, Canada","","","2013-01-08","2014-06-08","Junior","Canada"
"41253","Spunk Blockers","","","Exhibition Team","","","39917","","","Coed","Australia"
"9847","Squamish Women's Roller Derby","Squamish","SWRD","Travel Team","Squamish, BC, Canada","http://www.squamishrollerderby.ca","","2008-10-01","","Womens","Canada"
"9905","Squaresville Slammers","","","Exhibition Team","","","","","","Womens","Canada"
"53710","SRDL Mash-up","","","Exhibition Team","","","7583","","","Womens","Australia"
"9848","St. Albert Heavenly Rollers Derby","Heavenly Rollers","STAHR","Travel Team","Saint Albert, AB, Canada","http://www.stahrderby.com","","2010-09-01","","Womens","Canada"
"51749","St. Albert Heavenly Rollers Junior","St. Albert Jr.","SAJR","Travel Team","","","","","2014-11-30","Junior","Canada"
"10145","St. Brawli Girls","","","Home Team","","","3430","","2011-12-31","Womens","USA"
"13098","St. Cloud Area Roller Dolls","SCAR Dolls","SCAR","Travel Team","St. Cloud, MN","http://scardolls.com/","","2011-10-01","","Womens","USA"
"11059","St. Pauli Roller Derby","St. Pauli","SPRD","Travel Team","Hamburg, Germany","http://harborgirls.de/","","","","Womens","Europe"
"55533","Standbys","","","B Team","","","3431","","","Womens","USA"
"8123","Star City Roller Girls","Star City","SCRG","Travel Team","Roanoke, VA","http://starcityrollergirls.wordpress.com/","","2006-08-01","","Womens","USA"
"25600","Star Riots","","","B Team","","","15335","","2013-10-12","Womens","Australia"
"56029","Star Riots","","","B Team","","http://www.newcastlerollerderby.org.au/","15335","","2015-11-12","Womens","Australia"
"40985","Stardestroyers","","","Home Team","","https://www.facebook.com/ccrstardestroyers","7771","","","Womens","Europe"
"24366","Stark Raving Lunachicks","","","Home Team","","","24364","","2010-12-31","Womens","USA"
"13397","State College Area Roller Derby","State College","SCAR","Travel Team","State College, PA","http://scarderby.blogspot.com/","","","","Womens","USA"
"25248","State Route 99","","","Exhibition Team","","","","","","Womens","USA"
"8088","Stateline Roller Derby Divas","Stateline Roller Derby","SRDD","Travel Team","Beloit, WI","http://www.statelinedivas.com/","","","2012-06-26","Womens","USA"
"87056","Stealth Bombers","","","Exhibition Team","","","74787","","","Coed","New Zealand"
"7725","Steam Rollers","","","Home Team","","http://www.londonrollergirls.com/steam-rollers","3628","","2014-01-01","Womens","Europe"
"59913","Steamer Janes","","","Home Team","","","3638","2015-01-01","","Womens","USA"
"29677","Steel Beamers","","","B Team","","http://www.steelcityderbydemons.com/home/teams/steel-beamers/","3417","2013-01-01","","Womens","USA"
"88341","Steel Chaos Whalers","","","Exhibition Team","","","","2016-11-25","","Mens","Australia"
"3417","Steel City Roller Derby","Steel City","SCRD","Travel Team","Pittsburgh, PA","http://steelcityderbydemons.com/","","","","Womens","USA"
"19976","Steel Panthers","","","Home Team","","http://www.sheffieldsteelrollergirls.com/steel-panthers.html","7952","","2014-10-19","Womens","Europe"
"24114","Steel Town Tank Girls","","","Home Team","","","3460","","2008-12-31","Womens","Canada"
"8108","Steinwreckers","","","Home Team","","http://www.montereybayderbydames.org/teams/steinwreckers","8105","","2014-06-29","Womens","USA"
"20006","Step Mom","","","B Team","","","10401","2012-03-01","2014-03-03","Mens","USA"
"8121","Stockholm Roller Derby","Stockholm","STRD","Travel Team","Stockholm, Sweden","http://rollerderby.se/","","","","Womens","Europe"
"57036","Stone Cold Foxes","Stone Cold Foxes","SCF","Travel Team","Junction City, KS","https://www.facebook.com/TheStoneColdFoxes/info","","2011-05-01","","Womens","USA"
"51233","Storm City Roller Girls","Storm City","SCRG","Travel Team","Clark County, WA","http://www.stormcityrollergirls.com/","","2012-01-01","","Womens","USA"
"23684","Storm Sirens","","","Home Team","","","8957","","2009-12-31","Womens","Europe"
"9262","StoryVillains","","","Home Team","","","3397","2007-01-01","2010-01-01","Womens","USA"
"51581","Strait Shooters","","","Home Team","","","12490","","","Womens","USA"
"50871","Stratford Junior Derby","Stratford Jr.","SJRD","Travel Team","Stratford, ON","","","","2014-10-26","Junior","Canada"
"24440","Stray Cats","","","Home Team","","http://www.mountainderbygirls.net/team-bios/rookies/","24435","","2014-07-13","Womens","USA"
"11335","Strong Island Derby Revolution","Strong Island","SIDR","Travel Team","St. James, NY","http://www.thederbyrevolution.com/","","2011-04-01","","Womens","USA"
"7833","Stunt Devils","","","Home Team","","http://www.archrivalrollergirls.com/teams-staff/stunt-devils/","3433","","","Womens","USA"
"8120","Stuttgart Valley Rollergirls","Stuttgart Valley","SVRG","Travel Team","Stuttgart, Germany","http://www.rollergirlz.de/","","","","Womens","Europe"
"40155","Suburban Legends","","","Exhibition Team","","","","","","Womens","USA"
"3458","Suburbia Roller Derby","Suburbia","SRD","Travel Team","Yonkers, NY","http://suburbiarollerderby.com/","","","","Womens","USA"
"74471","Subzero Sirens","","","B Team","","http://www.qcrg.net/people/subzero-sirens/","3641","2016-01-01","","Womens","USA"
"20659","Suck City Rock 'n Roller Dolls","Suck City","SCRRD","Travel Team","Breda, Netherlands","http://www.facebook.com/SuckCityRocknRollerDolls","","","","Womens","Europe"
"26107","Sucker Punch Roller Derby","Nürnberg","RGN","Travel Team","Nuremberg, Germany","http://www.facebook.com/RollergirlsNuernberg","","","","Womens","Europe"
"9882","Sudbetties","","","Home Team","","","9825","","","Womens","Canada"
"52476","Suffolk Roller Derby (Co-Ed)","Suffolk (Co-Ed)","SRD)","Travel Team","Bury St. Edmunds, UK","http://www.suffolkrollerderby.com/","","","","Coed","Europe"
"52475","Suffolk Roller Derby (Men's)","Suffolk (Men's)","SRD","Travel Team","Bury St. Edmunds, UK","http://www.suffolkrollerderby.com/","","","","Mens","Europe"
